dialogue,summary
"#Person1#: Hi, tell me what will nice as a present for Flo? Perfume or something else? and for you all? any ideas? I'm still in town for 2 days?
#Person2#: i think the Nina Ricci pink apple. I 'll confirm to you when i'm back home.
#Person1#: thank. I'll go shopping tomorrow. And for the others?
#Person2#: Nothing, just a good time spend all together
#Person1#: Of course, but any useful gadget? and for mum?
#Person2#: no ideas. She'll tell us that she needs nothing
#Person1#: what about a small coffee machine like nespresso? There's some not so expensive.
#Person2#: Good idea. I love very much the honey with sesame seeds, if you find some...and a Brook saddle for his raleigh
#Person1#: was it some polish honey? and what is a brook saddle????
#Person2#: its a very nice brand for saddle, english and expensive - for your brother in law
#Person1#: some specific design for his humble bottom? and for you?
#Person2#: I don't know!! and for you?
#Person1#: i'm thinking about it
#Person2#: practical question: what have you planned for meals?
#Person1#: venaison and smoke salmon
#Person2#: fine, i can bring foie gras and oysters
#Person2#: a small travel clock for Ted
#Person1#: Didn't he use his mobile as a clock?
#Person2#: not very moderne your brother in law!!
#Person1#: lol
#Person2#: a cap for FR, with the shape of the chinese one
#Person1#: ok i 'll try to have a look.","#Person1#'s still in town for 2 days. She's planning to buy the Nina Ricci pink apple for Flo, a small coffee machine for mum, a Brook saddle for her brother in law, a small travel clock for Ted and a cap for FR. She has venaison and smoke salmon planned for meals, #Person2# will bring foie gras and oysters."
"#Person1#: Hiyaaaaa!
#Person2#:[LAUGH]
#Person3#: Hello my dearest cousins. I haven't sent the invitations yet. I'm afraid you will have organize the hotels on your own. Check airb&b in london, it is very affordable and you can rent it together, as far as i know there are discounts for groups.
#Person4#: (Y)
#Person3#: if you have specific Qs please let me know
#Person2#: (Y)
#Person5#: (Y)
#Person6#: I collected the addresses for you Ella. I checked airb&b last week and found sth 3bedroom apartment for 1500zl with kitchen and bathroom
#Person2#: <3
#Person5#: file_other and have a look here file_other
#Person4#: I can see huge interest in taking part in this celebration. I heard with my own ears though from the lady from the post office, that there isn't any city called London only Lądek or Lądek Zdrój. Please check this well so there isn't any unpleasant surprise
#Person6#: (Y)
#Person5#:[LAUGH]
#Person1#::P:'D
#Person7#::O
#Person6#: but this is A city in England:P[LAUGH]
#Person7#: Sally: I can sponsor the flight for Mike[LAUGH]
#Person2#:[LAUGH]
#Person5#: I can take care of the hotel for him file_other
#Person1#: hahahaha good Mike is secured for now","#Person1#, #Person5#, #Person2#, #Person6# and #Person7# will go to London to visit #Person3#. #Person3# cannot organize them hotels for their stay so #Person6# found an apartment for 1500 PLN on airb&b."
"#Person1#: Hey, need you to come back to the office
#Person2#: What?! It's my day off!!! >[SAD]
#Person2#: I swear everyt single bloody time I have a free day, something likes this comes up >[SAD]
#Person2#: Charlotte Bloody fucking Briggs
#Person1#: Eve...
#Person2#: oh shut up Trakas - you know as well as I do that she's only doing this to spite me
#Person2#: it's probably going to turn out to be a paper that needs filing that could have waited till monday...
#Person2#: or the janitor forgot his keys again and needs someone to let him in
#Person1#: Actually... I was going to say that I agree with you;D
#Person2#: or what was it last time? she needed me to come in to discuss my project, which *again* could have waited
#Person2#: wait - you do??
#Person2#: I thought you were going to say that it's in my head like ast time...
#Person1#: yeah... I'm sorry about that
#Person1#: You were right - she is being unfairly biased against you. Honestly, I think you should report this
#Person2#: And say what? Oh by the way, my boss made me come on Saturday for a coffee run - does that count as office harrassment?
#Person1#: Nooo... but that paired up with all the other examples AND witnesses like me or Frank, then we might have a solid case on our hands[HAPPY] Look, it's worth a shot
#Person2#: *Sigh*
#Person2#: If you say so... honestly, I'm not convinced. So what does Miss Glorious want with me now?
#Person1#: She didn't say:/ But I can always try to get you out of there if things get rough
#Person2#: My hero *swoon*
#Person2#: But I'm not sure I like the idea of you getting in the crossfires
#Person1#: Hey, we're partners[HAPPY] And you've risked your neck enough times for me, it's time to return the favour[WINK]
#Person2#: Thanks Anton[LAUGH] see you in a bit!
#Person1#: See you[WINK]","#Person2# has to come back to the office on her day off. It's probably the fault of Charlotte Briggs, who dislikes #Person2# and has already done such things out of spite. On #Person1#'s advice, #Person2# might fill in a complaint against her."
"#Person1#: Good morning, Adam. Is the meeting still on at 2 pm?
#Person2#: Morning, Zhe. I will confirm it with them, but they didn't cancel.
#Person1#: Also please confirm the place, at their office I assume.
#Person2#: It will certainly be there not here. We should book a taxi as it is impossible to park near them.",#Person1#'s meeting is set to 2pm. He'll go to other party's office by taxi.
"#Person1#: How was you trip to London?
#Person2#: Fine. I went for a conference
#Person1#: Cool. Did you present a paper?
#Person2#: I did.
#Person1#: Great. How did it go?
#Person2#: It was ok. I got good feedback.
#Person1#: Of course you did!",#Person2# presented a paper at a conference in London. It went well.
"#Person1#: What app did you use to make this video
#Person2#: Tik-Tok
#Person1#: Can you send me the link
#Person2#: Sure. Sending 5 min",#Person2# made a video using Tik-Tok. He will send #Person1# the link in five minutes.
"#Person1#: Heyhey! I have just come from the interview and they want me (!!!)
#Person2#: Yay! Of course they do! Have you decided?
#Person1#: i wanted to talk to you first:P pick up pls",#Person1# has got a job offer and wants #Person2#'s advice before taking a decision.
"#Person1#: Wanna be my gf?
#Person2#: Who r u?
#Person1#: Butch. I sit behind you in maths.
#Person2#: U that greasy guy that keeps staring at me?
#Person1#: Probably me...
#Person2#: Never talk to me again.",#Person2# doesn't want to date #Person1#.
"#Person1#: what time does the party start?
#Person2#: at 7
#Person1#: OMG, I gotta hurry up!",The party starts at 7.
"#Person1#: Who’s up for jogging tonight?
#Person2#: What time?
#Person3#: When?
#Person1#: 6? 7?
#Person2#: I finish at 5.30, so 6 can be a bit tricky for me.
#Person3#: 7 is fine for me.
#Person1#: Fine for me too[HAPPY]
#Person4#: And me, and me! Where?
#Person1#: I usually start at Regent’s Park, see you at 7!","#Person1#, #Person4# and #Person3# will go jogging together tonight at 7. They'll start at Regent's Park."
"#Person1#: did you see Suspiria?
#Person2#: Half, then we stopped 😞
#Person1#: so bad? annoying? boring?
#Person3#: Just a bit boring. You know that they are all somehow witches
#Person3#: But it is not clear why you should care 😬
#Person2#: And there is no sex. And not so much other action
#Person1#: I see. I also know it's not easy to keep your attention
#Person1#: you're the cartoon network generation
#Person2#: Hahaha. This is really not true
#Person2#: As you know","#Person2# and #Person3# watched half of ""Suspiria"". They found it boring. There was no sex in the movie."
"#Person1#: Can you please bring my wallet?
#Person2#: Where is it? I cannot find it anywhere
#Person1#: Oooops. I have it with me… Sorry!","#Person1# wanted #Person2# to bring her her wallet, but it turned out she had it with her."
"#Person1#: We are having supper at 7
#Person1#: Marquis
#Person1#: Getting a big table
#Person1#: Marissa and Keith are coming
#Person2#: Oh nice!
#Person2#: They live in CQ?
#Person1#: Yea
#Person1#: They have one meal left
#Person1#: Until the end of the term
#Person2#: I see
#Person2#: You mean one meal each?
#Person1#: Yes exactly
#Person2#: K cya later",#Person1# and #Person2# are having supper at 7. Marissa and Keith are coming too.
"#Person1#: Do you need any help with tomorrow?
#Person2#: No, I'm okey. But it's sweet of you to ask. Thank you.
#Person1#: I know that you're busy, so...
#Person2#: That's true. I'm acctually quite tried...
#Person1#: Say a word and I'll come or help. OK?
#Person2#: Okey![HAPPY]
#Person1#: One question: what should I bring?
#Person2#: Wahtever makes you happen. I'll prepare sth to eat and drink.
#Person1#: |;‑)",#Person2# is going to prepare something to eat and drink for tomorrow. #Person1# should bring whatever he wants to.
"#Person1#: M. Maclinch invited us for a brunch Halla Gwardi at 1pm? Are you ok?
#Person2#: bad luck, we can't.
#Person1#: and what about diner on friday evening?
#Person2#: bad luck again..
#Person1#: pffff!!
#Person1#: last chance: a drink for Igor's birthday, right now, before Cecilia's diner?
#Person2#: bingo.. lucky you! I'll be there, Sacha'll join us later, he can't miss it.
#Person1#: good
#Person1#: because the Maclinch and Sacha late arrival and knowing that we're all expected at 8:30, i suggest that we report our drink.
#Person2#: too bad, Sacha is home
#Person1#: ah, and what about the Levy?
#Person2#: they'll come, as neighbours...of course
#Person1#: at least we have Mr Maclinch and Sacha
#Person2#: give a call to the Levy
#Person1#: ok
#Person2#: let us know, i have some fresh drink ready
#Person2#: and Sacha is ready to come anyway, he can't leave his best friend alone for his birthday!
#Person1#: great, and the Levy will be there!","#Person2# can't meet with #Person1# on a couple of occasions, but can go for a drink right now to celebrate Igor's birthday. Sacha, Mr Maclinch and the Levy will join them later. #Person1#, #Person2#, Sacha and Mr Maclinch are expected at Cecilia's dinner at 8:30."
"#Person1#: Can you pick me up some shopping
#Person2#: yes of course
#Person1#: I am not feeling too well today
#Person2#: whats wrong?
#Person1#: I dont know I couldn't sleep properly all night and I am hot and cold
#Person2#: ooo sounds horrid have you taken anything
#Person1#: yes I have taken some paracetamol
#Person2#: well I am going to the shops in the next hour what do you need?
#Person1#: I need milk bread and eggs please
#Person2#: shall I get you some flu plus tablets? do you think you are coming down with a cold?
#Person1#: yes that might be a good idea
#Person2#: ok well get yourself back to bed I have a key I will let myself in so take your key out of the door
#Person1#: thank you darling x",#Person1# is coming down with a cold. #Person2# is doing grocery shopping for #Person1#.
"#Person1#: Who want to bet Eli is gonna lose to Steve?
#Person2#: Hey! where's your loyalty, Lucy?
#Person3#: There's no loyalty in bar games, Eli, you should know that. Oh, and I am gonna win
#Person2#: no freaking way. I will crush you!","#Person1#, #Person2# and #Person3# are going to participate in a bar game."
"#Person1#: sorry, I'll be late.
#Person1#: stuck in a traffic jam[SAD]
#Person2#: where are you now?
#Person1#: main station. It'll take 20 mins, I think[SAD]
#Person3#: Im almost there.
#Person3#: and you, Diana?
#Person2#: will get there in 5 mins!
#Person2#: Can you look for a nice table for us, Mere?
#Person3#: sure, I'll have a look.
#Person1#: thanks! sorry again:*",#Person1# will be 20 minutes late and #Person2# - 5 minutes. #Person3# will look for a table.
